dateday,year,month,hr,holiday,weekday,workingday,casual,registered,count
2011-03-16,0,Mar,18,0,Wed,1,26,211,237
2011-03-16,0,Mar,19,0,Wed,1,18,150,168
2011-03-16,0,Mar,20,0,Wed,1,10,111,121
2011-03-16,0,Mar,21,0,Wed,1,3,75,78
2011-03-16,0,Mar,22,0,Wed,1,11,48,59
2011-03-16,0,Mar,23,0,Wed,1,9,18,27
2011-03-17,0,Mar,0,0,Thur,1,4,19,23
2011-03-17,0,Mar,1,0,Thur,1,1,11,12
2011-03-17,0,Mar,2,0,Thur,1,3,5,8
2011-03-17,0,Mar,3,0,Thur,1,1,1,2
2011-03-17,0,Mar,4,0,Thur,1,0,3,3
2011-03-17,0,Mar,5,0,Thur,1,0,13,13
2011-03-17,0,Mar,6,0,Thur,1,4,47,51
2011-03-17,0,Mar,7,0,Thur,1,12,128,140
2011-03-17,0,Mar,8,0,Thur,1,17,282,299
2011-03-17,0,Mar,9,0,Thur,1,23,162,185
2011-03-17,0,Mar,10,0,Thur,1,9,69,78
2011-03-17,0,Mar,11,0,Thur,1,20,66,86
2011-03-17,0,Mar,12,0,Thur,1,24,81,105
2011-03-17,0,Mar,13,0,Thur,1,26,85,111
2011-03-17,0,Mar,14,0,Thur,1,32,87,119
2011-03-17,0,Mar,15,0,Thur,1,30,95,125
2011-03-17,0,Mar,16,0,Thur,1,34,108,142
2011-03-17,0,Mar,17,0,Thur,1,48,265,313
2011-03-17,0,Mar,18,0,Thur,1,50,260,310
2011-03-17,0,Mar,19,0,Thur,1,18,189,207
2011-03-17,0,Mar,20,0,Thur,1,25,112,137
2011-03-17,0,Mar,21,0,Thur,1,19,119,138
2011-03-17,0,Mar,22,0,Thur,1,17,70,87
2011-03-17,0,Mar,23,0,Thur,1,7,43,50
2011-03-18,0,Mar,0,0,Fri,1,5,24,29
2011-03-18,0,Mar,1,0,Fri,1,4,12,16
2011-03-18,0,Mar,2,0,Fri,1,5,9,14
2011-03-18,0,Mar,3,0,Fri,1,1,4,5
2011-03-18,0,Mar,5,0,Fri,1,2,8,10
2011-03-18,0,Mar,6,0,Fri,1,1,35,36
2011-03-18,0,Mar,7,0,Fri,1,11,112,123
2011-03-18,0,Mar,8,0,Fri,1,24,256,280
2011-03-18,0,Mar,9,0,Fri,1,18,192,210
2011-03-18,0,Mar,10,0,Fri,1,43,74,117
2011-03-18,0,Mar,11,0,Fri,1,55,104,159
2011-03-18,0,Mar,12,0,Fri,1,72,123,195
2011-03-18,0,Mar,13,0,Fri,1,57,118,175
2011-03-18,0,Mar,14,0,Fri,1,71,103,174
2011-03-18,0,Mar,15,0,Fri,1,62,111,173
2011-03-18,0,Mar,16,0,Fri,1,67,137,204
2011-03-18,0,Mar,17,0,Fri,1,95,237,332
2011-03-18,0,Mar,18,0,Fri,1,84,247,331
2011-03-18,0,Mar,19,0,Fri,1,58,132,190
2011-03-18,0,Mar,20,0,Fri,1,46,103,149
2011-03-18,0,Mar,21,0,Fri,1,22,91,113
2011-03-18,0,Mar,22,0,Fri,1,55,63,118
2011-03-18,0,Mar,23,0,Fri,1,26,60,86
2011-03-19,0,Mar,0,0,Sat,0,26,50,76
2011-03-19,0,Mar,1,0,Sat,0,16,35,51
2011-03-19,0,Mar,2,0,Sat,0,5,20,25
2011-03-19,0,Mar,3,0,Sat,0,1,7,8
2011-03-19,0,Mar,4,0,Sat,0,1,2,3
2011-03-19,0,Mar,5,0,Sat,0,0,2,2
2011-03-19,0,Mar,6,0,Sat,0,0,10,10
2011-03-19,0,Mar,7,0,Sat,0,4,9,13
2011-03-19,0,Mar,8,0,Sat,0,11,37,48
2011-03-19,0,Mar,9,0,Sat,0,35,41,76
2011-03-19,0,Mar,10,0,Sat,0,55,85,140
2011-03-19,0,Mar,11,0,Sat,0,90,106,196
2011-03-19,0,Mar,12,0,Sat,0,126,141,267
2011-03-19,0,Mar,13,0,Sat,0,174,127,301
2011-03-19,0,Mar,14,0,Sat,0,168,144,312
2011-03-19,0,Mar,15,0,Sat,0,170,143,313
2011-03-19,0,Mar,16,0,Sat,0,175,129,304
2011-03-19,0,Mar,17,0,Sat,0,138,140,278
2011-03-19,0,Mar,18,0,Sat,0,92,125,217
2011-03-19,0,Mar,19,0,Sat,0,38,116,154
2011-03-19,0,Mar,20,0,Sat,0,39,69,108
2011-03-19,0,Mar,21,0,Sat,0,20,73,93
2011-03-19,0,Mar,22,0,Sat,0,27,45,72
2011-03-19,0,Mar,23,0,Sat,0,13,37,50
2011-03-20,0,Mar,0,0,Sun,0,7,33,40
2011-03-20,0,Mar,1,0,Sun,0,2,22,24
2011-03-20,0,Mar,2,0,Sun,0,6,24,30
2011-03-20,0,Mar,3,0,Sun,0,1,11,12
2011-03-20,0,Mar,4,0,Sun,0,2,1,3
2011-03-20,0,Mar,5,0,Sun,0,3,6,9
2011-03-20,0,Mar,6,0,Sun,0,1,3,4
2011-03-20,0,Mar,7,0,Sun,0,5,9,14
2011-03-20,0,Mar,8,0,Sun,0,7,30,37
2011-03-20,0,Mar,9,0,Sun,0,35,43,78
2011-03-20,0,Mar,10,0,Sun,0,55,81,136
2011-03-20,0,Mar,11,0,Sun,0,92,111,203
2011-03-20,0,Mar,12,0,Sun,0,120,108,228
2011-03-20,0,Mar,13,0,Sun,0,88,115,203
2011-03-20,0,Mar,14,0,Sun,0,145,134,279
2011-03-20,0,Mar,15,0,Sun,0,172,136,308
2011-03-20,0,Mar,16,0,Sun,0,92,132,224
2011-03-20,0,Mar,17,0,Sun,0,83,143,226
2011-03-20,0,Mar,18,0,Sun,0,58,98,156
2011-03-20,0,Mar,19,0,Sun,0,21,58,79
2011-03-20,0,Mar,20,0,Sun,0,21,46,67
2011-03-20,0,Mar,21,0,Sun,0,10,39,49
2011-03-20,0,Mar,22,0,Sun,0,8,30,38
2011-03-20,0,Mar,23,0,Sun,0,13,11,24
2011-03-21,0,Mar,0,0,Mon,1,2,11,13
2011-03-21,0,Mar,1,0,Mon,1,1,6,7
2011-03-21,0,Mar,2,0,Mon,1,1,5,6
2011-03-21,0,Mar,3,0,Mon,1,0,1,1
2011-03-21,0,Mar,5,0,Mon,1,1,1,2
2011-03-21,0,Mar,6,0,Mon,1,2,30,32
2011-03-21,0,Mar,7,0,Mon,1,3,15,18
2011-03-21,0,Mar,8,0,Mon,1,3,95,98
2011-03-21,0,Mar,9,0,Mon,1,12,115,127
2011-03-21,0,Mar,10,0,Mon,1,17,45,62
2011-03-21,0,Mar,11,0,Mon,1,32,47,79
2011-03-21,0,Mar,12,0,Mon,1,25,56,81
2011-03-21,0,Mar,13,0,Mon,1,35,77,112
2011-03-21,0,Mar,14,0,Mon,1,36,65,101
2011-03-21,0,Mar,15,0,Mon,1,41,66,107
2011-03-21,0,Mar,16,0,Mon,1,29,112,141
2011-03-21,0,Mar,17,0,Mon,1,41,231,272
2011-03-21,0,Mar,18,0,Mon,1,44,232,276
2011-03-21,0,Mar,19,0,Mon,1,22,199,221
2011-03-21,0,Mar,20,0,Mon,1,16,106,122
2011-03-21,0,Mar,21,0,Mon,1,12,79,91
2011-03-21,0,Mar,22,0,Mon,1,18,60,78
2011-03-21,0,Mar,23,0,Mon,1,8,22,30
2011-03-22,0,Mar,0,0,Tue,1,4,7,11
2011-03-22,0,Mar,1,0,Tue,1,6,13,19
2011-03-22,0,Mar,2,0,Tue,1,0,1,1
2011-03-22,0,Mar,3,0,Tue,1,3,2,5
2011-03-22,0,Mar,4,0,Tue,1,0,1,1
2011-03-22,0,Mar,5,0,Tue,1,1,11,12
2011-03-22,0,Mar,6,0,Tue,1,2,58,60
2011-03-22,0,Mar,7,0,Tue,1,4,132,136
2011-03-22,0,Mar,8,0,Tue,1,24,312,336
2011-03-22,0,Mar,9,0,Tue,1,19,159,178
2011-03-22,0,Mar,10,0,Tue,1,29,95,124
2011-03-22,0,Mar,11,0,Tue,1,22,64,86
2011-03-22,0,Mar,12,0,Tue,1,35,86,121
2011-03-22,0,Mar,13,0,Tue,1,21,85,106
2011-03-22,0,Mar,14,0,Tue,1,30,71,101
2011-03-22,0,Mar,15,0,Tue,1,55,79,134
2011-03-22,0,Mar,16,0,Tue,1,40,125,165
2011-03-22,0,Mar,17,0,Tue,1,42,265,307
2011-03-22,0,Mar,18,0,Tue,1,41,271,312
2011-03-22,0,Mar,19,0,Tue,1,22,142,164
2011-03-22,0,Mar,20,0,Tue,1,19,116,135
2011-03-22,0,Mar,21,0,Tue,1,24,63,87
2011-03-22,0,Mar,22,0,Tue,1,13,57,70
2011-03-22,0,Mar,23,0,Tue,1,4,28,32
2011-03-23,0,Mar,0,0,Wed,1,3,8,11
2011-03-23,0,Mar,1,0,Wed,1,0,7,7
2011-03-23,0,Mar,2,0,Wed,1,1,1,2
2011-03-23,0,Mar,3,0,Wed,1,0,3,3
2011-03-23,0,Mar,5,0,Wed,1,0,10,10
2011-03-23,0,Mar,6,0,Wed,1,1,43,44
2011-03-23,0,Mar,7,0,Wed,1,7,111,118
2011-03-23,0,Mar,8,0,Wed,1,14,247,261
2011-03-23,0,Mar,9,0,Wed,1,8,174,182
2011-03-23,0,Mar,10,0,Wed,1,15,60,75
2011-03-23,0,Mar,11,0,Wed,1,18,53,71
2011-03-23,0,Mar,12,0,Wed,1,14,73,87
2011-03-23,0,Mar,13,0,Wed,1,14,94,108
2011-03-23,0,Mar,14,0,Wed,1,13,71,84
2011-03-23,0,Mar,15,0,Wed,1,11,74,85
2011-03-23,0,Mar,16,0,Wed,1,13,123,136
2011-03-23,0,Mar,17,0,Wed,1,28,245,273
2011-03-23,0,Mar,18,0,Wed,1,20,218,238
2011-03-23,0,Mar,19,0,Wed,1,12,147,159
2011-03-23,0,Mar,20,0,Wed,1,3,72,75
2011-03-23,0,Mar,21,0,Wed,1,0,22,22
2011-03-23,0,Mar,22,0,Wed,1,6,38,44
2011-03-23,0,Mar,23,0,Wed,1,2,24,26
2011-03-24,0,Mar,0,0,Thur,1,0,11,11
2011-03-24,0,Mar,1,0,Thur,1,0,3,3
2011-03-24,0,Mar,2,0,Thur,1,0,6,6
2011-03-24,0,Mar,3,0,Thur,1,1,0,1
2011-03-24,0,Mar,4,0,Thur,1,0,1,1
2011-03-24,0,Mar,5,0,Thur,1,1,8,9
2011-03-24,0,Mar,6,0,Thur,1,0,41,41
2011-03-24,0,Mar,7,0,Thur,1,2,106,108
2011-03-24,0,Mar,8,0,Thur,1,4,120,124
2011-03-24,0,Mar,9,0,Thur,1,3,94,97
2011-03-24,0,Mar,10,0,Thur,1,10,55,65
2011-03-24,0,Mar,11,0,Thur,1,10,61,71
2011-03-24,0,Mar,12,0,Thur,1,12,82,94
2011-03-24,0,Mar,13,0,Thur,1,11,90,101
2011-03-24,0,Mar,14,0,Thur,1,17,66,83
2011-03-24,0,Mar,15,0,Thur,1,13,77,90
2011-03-24,0,Mar,16,0,Thur,1,6,78,84
2011-03-24,0,Mar,17,0,Thur,1,12,221,233
2011-03-24,0,Mar,18,0,Thur,1,17,197,214
2011-03-24,0,Mar,19,0,Thur,1,16,122,138
2011-03-24,0,Mar,20,0,Thur,1,8,110,118
2011-03-24,0,Mar,21,0,Thur,1,11,67,78
2011-03-24,0,Mar,22,0,Thur,1,3,59,62
2011-03-24,0,Mar,23,0,Thur,1,9,24,33
2011-03-25,0,Mar,0,0,Fri,1,1,17,18
2011-03-25,0,Mar,1,0,Fri,1,0,5,5
2011-03-25,0,Mar,2,0,Fri,1,0,5,5
2011-03-25,0,Mar,3,0,Fri,1,0,2,2
2011-03-25,0,Mar,4,0,Fri,1,3,2,5
2011-03-25,0,Mar,5,0,Fri,1,0,9,9
2011-03-25,0,Mar,6,0,Fri,1,0,32,32
2011-03-25,0,Mar,7,0,Fri,1,4,100,104
2011-03-25,0,Mar,8,0,Fri,1,9,228,237
2011-03-25,0,Mar,9,0,Fri,1,16,150,166
2011-03-25,0,Mar,10,0,Fri,1,15,53,68
2011-03-25,0,Mar,11,0,Fri,1,17,58,75
2011-03-25,0,Mar,12,0,Fri,1,37,108,145
2011-03-25,0,Mar,13,0,Fri,1,34,104,138
2011-03-25,0,Mar,14,0,Fri,1,30,103,133
2011-03-25,0,Mar,15,0,Fri,1,43,79,122
2011-03-25,0,Mar,16,0,Fri,1,23,127,150
2011-03-25,0,Mar,17,0,Fri,1,23,202,225
2011-03-25,0,Mar,18,0,Fri,1,8,190,198
2011-03-25,0,Mar,19,0,Fri,1,9,126,135
2011-03-25,0,Mar,20,0,Fri,1,6,75,81
2011-03-25,0,Mar,21,0,Fri,1,11,64,75
2011-03-25,0,Mar,22,0,Fri,1,3,40,43
2011-03-25,0,Mar,23,0,Fri,1,8,31,39
2011-03-26,0,Mar,0,0,Sat,0,3,25,28
2011-03-26,0,Mar,1,0,Sat,0,3,24,27
2011-03-26,0,Mar,2,0,Sat,0,4,21,25
2011-03-26,0,Mar,3,0,Sat,0,2,7,9
2011-03-26,0,Mar,4,0,Sat,0,2,4,6
2011-03-26,0,Mar,5,0,Sat,0,0,8,8
2011-03-26,0,Mar,6,0,Sat,0,2,8,10
2011-03-26,0,Mar,7,0,Sat,0,18,23,41
2011-03-26,0,Mar,8,0,Sat,0,24,42,66
2011-03-26,0,Mar,9,0,Sat,0,32,68,100
2011-03-26,0,Mar,10,0,Sat,0,32,93,125
2011-03-26,0,Mar,11,0,Sat,0,75,93,168
2011-03-26,0,Mar,12,0,Sat,0,98,129,227
2011-03-26,0,Mar,13,0,Sat,0,94,145,239
2011-03-26,0,Mar,14,0,Sat,0,93,123,216
2011-03-26,0,Mar,15,0,Sat,0,110,109,219
2011-03-26,0,Mar,16,0,Sat,0,118,130,248
2011-03-26,0,Mar,17,0,Sat,0,102,101,203
2011-03-26,0,Mar,18,0,Sat,0,64,89,153
2011-03-26,0,Mar,19,0,Sat,0,45,93,138
2011-03-26,0,Mar,20,0,Sat,0,18,67,85
2011-03-26,0,Mar,21,0,Sat,0,15,36,51
2011-03-26,0,Mar,22,0,Sat,0,17,46,63
2011-03-26,0,Mar,23,0,Sat,0,10,31,41
2011-03-27,0,Mar,0,0,Sun,0,5,26,31
2011-03-27,0,Mar,1,0,Sun,0,3,17,20
2011-03-27,0,Mar,2,0,Sun,0,6,15,21
2011-03-27,0,Mar,3,0,Sun,0,0,14,14
2011-03-27,0,Mar,4,0,Sun,0,1,5,6
2011-03-27,0,Mar,6,0,Sun,0,0,2,2
2011-03-27,0,Mar,7,0,Sun,0,0,7,7
2011-03-27,0,Mar,8,0,Sun,0,6,8,14
2011-03-27,0,Mar,9,0,Sun,0,17,37,54
2011-03-27,0,Mar,10,0,Sun,0,27,59,86
2011-03-27,0,Mar,11,0,Sun,0,23,85,108
2011-03-27,0,Mar,12,0,Sun,0,43,120,163
2011-03-27,0,Mar,13,0,Sun,0,47,100,147
2011-03-27,0,Mar,14,0,Sun,0,61,103,164
2011-03-27,0,Mar,15,0,Sun,0,61,111,172
2011-03-27,0,Mar,16,0,Sun,0,45,98,143
2011-03-27,0,Mar,17,0,Sun,0,50,109,159
2011-03-27,0,Mar,18,0,Sun,0,32,105,137
2011-03-27,0,Mar,19,0,Sun,0,23,80,103
2011-03-27,0,Mar,20,0,Sun,0,7,50,57
2011-03-27,0,Mar,21,0,Sun,0,7,29,36
2011-03-27,0,Mar,22,0,Sun,0,5,25,30
2011-03-27,0,Mar,23,0,Sun,0,3,16,19
2011-03-28,0,Mar,0,0,Mon,1,1,11,12
2011-03-28,0,Mar,1,0,Mon,1,2,4,6
2011-03-28,0,Mar,2,0,Mon,1,0,5,5
2011-03-28,0,Mar,3,0,Mon,1,0,2,2
2011-03-28,0,Mar,5,0,Mon,1,0,8,8
2011-03-28,0,Mar,6,0,Mon,1,0,40,40
2011-03-28,0,Mar,7,0,Mon,1,6,104,110
2011-03-28,0,Mar,8,0,Mon,1,15,239,254
2011-03-28,0,Mar,9,0,Mon,1,12,109,121
2011-03-28,0,Mar,10,0,Mon,1,22,47,69
2011-03-28,0,Mar,11,0,Mon,1,18,39,57
2011-03-28,0,Mar,12,0,Mon,1,8,71,79
2011-03-28,0,Mar,13,0,Mon,1,14,69,83
2011-03-28,0,Mar,14,0,Mon,1,15,65,80
2011-03-28,0,Mar,15,0,Mon,1,19,53,72
2011-03-28,0,Mar,16,0,Mon,1,15,117,132
2011-03-28,0,Mar,17,0,Mon,1,25,227,252
2011-03-28,0,Mar,18,0,Mon,1,21,220,241
2011-03-28,0,Mar,19,0,Mon,1,17,156,173
2011-03-28,0,Mar,20,0,Mon,1,5,107,112
2011-03-28,0,Mar,21,0,Mon,1,6,55,61
2011-03-28,0,Mar,22,0,Mon,1,0,40,40
2011-03-28,0,Mar,23,0,Mon,1,1,18,19
2011-03-29,0,Mar,0,0,Tue,1,1,15,16
2011-03-29,0,Mar,1,0,Tue,1,0,4,4
2011-03-29,0,Mar,2,0,Tue,1,0,3,3
2011-03-29,0,Mar,3,0,Tue,1,2,1,3
2011-03-29,0,Mar,4,0,Tue,1,1,1,2
2011-03-29,0,Mar,5,0,Tue,1,0,8,8
2011-03-29,0,Mar,6,0,Tue,1,4,46,50
2011-03-29,0,Mar,7,0,Tue,1,5,128,133
2011-03-29,0,Mar,8,0,Tue,1,19,268,287
2011-03-29,0,Mar,9,0,Tue,1,16,156,172
2011-03-29,0,Mar,10,0,Tue,1,13,46,59
2011-03-29,0,Mar,11,0,Tue,1,18,63,81
2011-03-29,0,Mar,12,0,Tue,1,29,77,106
2011-03-29,0,Mar,13,0,Tue,1,24,80,104
2011-03-29,0,Mar,14,0,Tue,1,20,66,86
2011-03-29,0,Mar,15,0,Tue,1,22,65,87
2011-03-29,0,Mar,16,0,Tue,1,12,124,136
2011-03-29,0,Mar,17,0,Tue,1,34,265,299
2011-03-29,0,Mar,18,0,Tue,1,42,252,294
2011-03-29,0,Mar,19,0,Tue,1,20,170,190
2011-03-29,0,Mar,20,0,Tue,1,13,119,132
2011-03-29,0,Mar,21,0,Tue,1,8,75,83
2011-03-29,0,Mar,22,0,Tue,1,6,49,55
2011-03-29,0,Mar,23,0,Tue,1,8,27,35
2011-03-30,0,Mar,0,0,Wed,1,3,8,11
2011-03-30,0,Mar,1,0,Wed,1,1,9,10
2011-03-30,0,Mar,2,0,Wed,1,0,4,4
2011-03-30,0,Mar,3,0,Wed,1,0,4,4
2011-03-30,0,Mar,4,0,Wed,1,1,0,1
2011-03-30,0,Mar,5,0,Wed,1,0,7,7
2011-03-30,0,Mar,6,0,Wed,1,4,44,48
2011-03-30,0,Mar,7,0,Wed,1,8,128,136
2011-03-30,0,Mar,8,0,Wed,1,16,247,263
2011-03-30,0,Mar,9,0,Wed,1,7,147,154
2011-03-30,0,Mar,10,0,Wed,1,13,51,64
2011-03-30,0,Mar,11,0,Wed,1,26,64,90
2011-03-30,0,Mar,12,0,Wed,1,15,65,80
2011-03-30,0,Mar,13,0,Wed,1,14,84,98
2011-03-30,0,Mar,14,0,Wed,1,16,64,80
2011-03-30,0,Mar,15,0,Wed,1,14,56,70
2011-03-30,0,Mar,16,0,Wed,1,0,36,36
2011-03-30,0,Mar,17,0,Wed,1,11,105,116
2011-03-30,0,Mar,18,0,Wed,1,6,79,85
2011-03-30,0,Mar,19,0,Wed,1,5,67,72
2011-03-30,0,Mar,20,0,Wed,1,4,40,44
2011-03-30,0,Mar,21,0,Wed,1,0,27,27
2011-03-30,0,Mar,22,0,Wed,1,3,21,24
2011-03-30,0,Mar,23,0,Wed,1,1,11,12
2011-03-31,0,Mar,0,0,Thur,1,0,3,3
2011-03-31,0,Mar,1,0,Thur,1,1,4,5
2011-03-31,0,Mar,2,0,Thur,1,0,5,5
2011-03-31,0,Mar,3,0,Thur,1,0,1,1
2011-03-31,0,Mar,4,0,Thur,1,0,2,2
2011-03-31,0,Mar,5,0,Thur,1,0,8,8
2011-03-31,0,Mar,6,0,Thur,1,2,34,36
2011-03-31,0,Mar,7,0,Thur,1,5,87,92
2011-03-31,0,Mar,8,0,Thur,1,7,185,192
2011-03-31,0,Mar,9,0,Thur,1,6,126,132
2011-03-31,0,Mar,10,0,Thur,1,15,54,69
2011-03-31,0,Mar,11,0,Thur,1,6,52,58
2011-03-31,0,Mar,12,0,Thur,1,17,73,90
2011-03-31,0,Mar,13,0,Thur,1,13,55,68
2011-03-31,0,Mar,14,0,Thur,1,27,49,76
2011-03-31,0,Mar,15,0,Thur,1,4,61,65
2011-03-31,0,Mar,16,0,Thur,1,13,72,85
2011-03-31,0,Mar,17,0,Thur,1,15,153,168
2011-03-31,0,Mar,18,0,Thur,1,12,165,177
2011-03-31,0,Mar,19,0,Thur,1,12,118,130
2011-03-31,0,Mar,20,0,Thur,1,6,79,85
2011-03-31,0,Mar,21,0,Thur,1,7,53,60
2011-03-31,0,Mar,22,0,Thur,1,7,44,51
2011-03-31,0,Mar,23,0,Thur,1,4,23,27
2011-04-01,0,Apr,0,0,Fri,1,0,6,6
2011-04-01,0,Apr,1,0,Fri,1,0,4,4
2011-04-01,0,Apr,2,0,Fri,1,0,7,7
2011-04-01,0,Apr,3,0,Fri,1,0,4,4
2011-04-01,0,Apr,4,0,Fri,1,0,3,3
2011-04-01,0,Apr,5,0,Fri,1,1,11,12
2011-04-01,0,Apr,6,0,Fri,1,2,26,28
2011-04-01,0,Apr,7,0,Fri,1,4,91,95
2011-04-01,0,Apr,8,0,Fri,1,8,198,206
2011-04-01,0,Apr,9,0,Fri,1,11,162,173
2011-04-01,0,Apr,10,0,Fri,1,12,63,75
2011-04-01,0,Apr,11,0,Fri,1,17,72,89
2011-04-01,0,Apr,12,0,Fri,1,15,80,95
2011-04-01,0,Apr,13,0,Fri,1,18,92,110
2011-04-01,0,Apr,14,0,Fri,1,26,61,87
2011-04-01,0,Apr,15,0,Fri,1,30,81,111
2011-04-01,0,Apr,16,0,Fri,1,42,125,167
2011-04-01,0,Apr,17,0,Fri,1,36,245,281
2011-04-01,0,Apr,18,0,Fri,1,36,205,241
2011-04-01,0,Apr,19,0,Fri,1,16,120,136
2011-04-01,0,Apr,20,0,Fri,1,2,75,77
2011-04-01,0,Apr,21,0,Fri,1,9,84,93
2011-04-01,0,Apr,22,0,Fri,1,10,64,74
2011-04-01,0,Apr,23,0,Fri,1,12,41,53
2011-04-02,0,Apr,0,0,Sat,0,3,29,32
2011-04-02,0,Apr,1,0,Sat,0,4,28,32
2011-04-02,0,Apr,2,0,Sat,0,1,20,21
2011-04-02,0,Apr,3,0,Sat,0,1,8,9
2011-04-02,0,Apr,4,0,Sat,0,0,5,5
2011-04-02,0,Apr,5,0,Sat,0,1,4,5
2011-04-02,0,Apr,6,0,Sat,0,5,7,12
2011-04-02,0,Apr,7,0,Sat,0,2,16,18
2011-04-02,0,Apr,8,0,Sat,0,10,45,55
2011-04-02,0,Apr,9,0,Sat,0,22,65,87
2011-04-02,0,Apr,10,0,Sat,0,41,113,154
2011-04-02,0,Apr,11,0,Sat,0,72,126,198
2011-04-02,0,Apr,12,0,Sat,0,84,100,184
2011-04-02,0,Apr,13,0,Sat,0,56,81,137
2011-04-02,0,Apr,14,0,Sat,0,97,93,190
2011-04-02,0,Apr,15,0,Sat,0,72,64,136
2011-04-02,0,Apr,16,0,Sat,0,111,85,196
2011-04-02,0,Apr,17,0,Sat,0,89,95,184
2011-04-02,0,Apr,18,0,Sat,0,69,110,179
2011-04-02,0,Apr,19,0,Sat,0,71,77,148
2011-04-02,0,Apr,20,0,Sat,0,29,56,85
2011-04-02,0,Apr,21,0,Sat,0,24,53,77
2011-04-02,0,Apr,22,0,Sat,0,14,41,55
2011-04-02,0,Apr,23,0,Sat,0,20,33,53
2011-04-03,0,Apr,0,0,Sun,0,8,31,39
2011-04-03,0,Apr,1,0,Sun,0,8,26,34
2011-04-03,0,Apr,2,0,Sun,0,5,19,24
2011-04-03,0,Apr,3,0,Sun,0,3,8,11
2011-04-03,0,Apr,4,0,Sun,0,3,0,3
2011-04-03,0,Apr,5,0,Sun,0,1,4,5
2011-04-03,0,Apr,6,0,Sun,0,10,23,33
2011-04-03,0,Apr,7,0,Sun,0,13,20,33
2011-04-03,0,Apr,8,0,Sun,0,18,44,62
2011-04-03,0,Apr,9,0,Sun,0,68,74,142
2011-04-03,0,Apr,10,0,Sun,0,111,104,215
2011-04-03,0,Apr,11,0,Sun,0,139,104,243
2011-04-03,0,Apr,12,0,Sun,0,166,147,313
2011-04-03,0,Apr,13,0,Sun,0,219,148,367
2011-04-03,0,Apr,14,0,Sun,0,240,109,349
2011-04-03,0,Apr,15,0,Sun,0,174,118,292
2011-04-03,0,Apr,16,0,Sun,0,147,156,303
2011-04-03,0,Apr,17,0,Sun,0,148,126,274
2011-04-03,0,Apr,18,0,Sun,0,71,101,172
2011-04-03,0,Apr,19,0,Sun,0,51,93,144
2011-04-03,0,Apr,20,0,Sun,0,24,55,79
2011-04-03,0,Apr,21,0,Sun,0,8,37,45
2011-04-03,0,Apr,22,0,Sun,0,7,29,36
2011-04-03,0,Apr,23,0,Sun,0,9,22,31
2011-04-04,0,Apr,0,0,Mon,1,1,5,6
2011-04-04,0,Apr,1,0,Mon,1,7,4,11
2011-04-04,0,Apr,2,0,Mon,1,1,1,2
2011-04-04,0,Apr,3,0,Mon,1,1,0,1
2011-04-04,0,Apr,4,0,Mon,1,1,1,2
2011-04-04,0,Apr,5,0,Mon,1,0,7,7
2011-04-04,0,Apr,6,0,Mon,1,3,43,46
2011-04-04,0,Apr,7,0,Mon,1,7,150,157
2011-04-04,0,Apr,8,0,Mon,1,31,308,339
2011-04-04,0,Apr,9,0,Mon,1,24,134,158
2011-04-04,0,Apr,10,0,Mon,1,35,55,90
2011-04-04,0,Apr,11,0,Mon,1,58,66,124
2011-04-04,0,Apr,12,0,Mon,1,59,98,157
2011-04-04,0,Apr,13,0,Mon,1,47,92,139
2011-04-04,0,Apr,14,0,Mon,1,47,76,123
2011-04-04,0,Apr,15,0,Mon,1,47,96,143
2011-04-04,0,Apr,16,0,Mon,1,59,130,189
2011-04-04,0,Apr,17,0,Mon,1,83,283,366
2011-04-04,0,Apr,18,0,Mon,1,78,308,386
2011-04-04,0,Apr,19,0,Mon,1,51,227,278
2011-04-04,0,Apr,20,0,Mon,1,40,133,173
2011-04-04,0,Apr,21,0,Mon,1,19,76,95
2011-04-04,0,Apr,22,0,Mon,1,17,58,75
2011-04-04,0,Apr,23,0,Mon,1,18,30,48
2011-04-05,0,Apr,0,0,Tue,1,10,12,22
2011-04-05,0,Apr,1,0,Tue,1,10,5,15
2011-04-05,0,Apr,2,0,Tue,1,0,5,5
2011-04-05,0,Apr,3,0,Tue,1,1,3,4
2011-04-05,0,Apr,4,0,Tue,1,0,2,2
2011-04-05,0,Apr,5,0,Tue,1,0,5,5
2011-04-05,0,Apr,6,0,Tue,1,2,36,38
2011-04-05,0,Apr,7,0,Tue,1,10,124,134
2011-04-05,0,Apr,8,0,Tue,1,9,148,157
2011-04-05,0,Apr,9,0,Tue,1,2,44,46
2011-04-05,0,Apr,10,0,Tue,1,3,25,28
2011-04-05,0,Apr,11,0,Tue,1,1,18,19
2011-04-05,0,Apr,12,0,Tue,1,6,32,38
2011-04-05,0,Apr,13,0,Tue,1,5,51,56
2011-04-05,0,Apr,14,0,Tue,1,9,67,76
2011-04-05,0,Apr,15,0,Tue,1,6,62,68
2011-04-05,0,Apr,16,0,Tue,1,17,113,130
2011-04-05,0,Apr,17,0,Tue,1,27,246,273
2011-04-05,0,Apr,18,0,Tue,1,19,248,267
2011-04-05,0,Apr,19,0,Tue,1,12,148,160
2011-04-05,0,Apr,20,0,Tue,1,4,87,91
2011-04-05,0,Apr,21,0,Tue,1,8,81,89
2011-04-05,0,Apr,22,0,Tue,1,3,43,46
2011-04-05,0,Apr,23,0,Tue,1,3,23,26
